,Date,State,Confirmed
2230,2020-05-29,Tamil Nadu,19372
2231,2020-05-29,Telangana,2256
2232,2020-05-29,Tripura,242
2233,2020-05-29,Uttarakhand,500
2234,2020-05-29,Uttar Pradesh,7170
2235,2020-05-29,West Bengal,4536
2236,2020-05-30,Andaman and Nicobar Islands,33
2237,2020-05-30,Andhra Pradesh,3436
2238,2020-05-30,Arunachal Pradesh,3
2239,2020-05-30,Assam,1024
2240,2020-05-30,Bihar,3376
2241,2020-05-30,Chandigarh,289
2242,2020-05-30,Chhattisgarh,415
2243,2020-05-30,Dadar Nagar Haveli,2
2244,2020-05-30,Delhi,17386
2245,2020-05-30,Goa,69
2246,2020-05-30,Gujarat,15934
2247,2020-05-30,Haryana,1721
2248,2020-05-30,Himachal Pradesh,295
2249,2020-05-30,Jammu and Kashmir,2164
2250,2020-05-30,Jharkhand,511
2251,2020-05-30,Karnataka,2781
2252,2020-05-30,Kerala,1150
2253,2020-05-30,Ladakh,74
2254,2020-05-30,Madhya Pradesh,7645
2255,2020-05-30,Maharashtra,62228
2256,2020-05-30,Manipur,59
2257,2020-05-30,Meghalaya,27
2258,2020-05-30,Mizoram,1
2259,2020-05-30,Nagaland,25
2260,2020-05-30,Odisha,1723
2261,2020-05-30,Puducherry,51
2262,2020-05-30,Punjab,2197
2263,2020-05-30,Rajasthan,8365
2264,2020-05-30,Sikkim,1
2265,2020-05-30,Tamil Nadu,20246
2266,2020-05-30,Telangana,2425
2267,2020-05-30,Tripura,251
2268,2020-05-30,Uttarakhand,716
2269,2020-05-30,Uttar Pradesh,7284
2270,2020-05-30,West Bengal,4813
2271,2020-05-31,Andaman and Nicobar Islands,33
2272,2020-05-31,Andhra Pradesh,3569
2273,2020-05-31,Arunachal Pradesh,4
2274,2020-05-31,Assam,1185
2275,2020-05-31,Bihar,3636
2276,2020-05-31,Chandigarh,289
2277,2020-05-31,Chhattisgarh,447
2278,2020-05-31,Dadar Nagar Haveli,2
2279,2020-05-31,Delhi,18549
2280,2020-05-31,Goa,70
2281,2020-05-31,Gujarat,16343
2282,2020-05-31,Haryana,1923
2283,2020-05-31,Himachal Pradesh,313
2284,2020-05-31,Jammu and Kashmir,2341
2285,2020-05-31,Jharkhand,563
2286,2020-05-31,Karnataka,2922
2287,2020-05-31,Kerala,1208
2288,2020-05-31,Ladakh,74
2289,2020-05-31,Madhya Pradesh,7891
2290,2020-05-31,Maharashtra,65168
2291,2020-05-31,Manipur,62
2292,2020-05-31,Meghalaya,27
2293,2020-05-31,Mizoram,1
2294,2020-05-31,Nagaland,36
2295,2020-05-31,Odisha,1819
2296,2020-05-31,Puducherry,51
2297,2020-05-31,Punjab,2233
2298,2020-05-31,Rajasthan,8617
2299,2020-05-31,Sikkim,1
2300,2020-05-31,Tamil Nadu,21184
2301,2020-05-31,Telangana,2499
2302,2020-05-31,Tripura,268
2303,2020-05-31,Uttarakhand,749
2304,2020-05-31,Uttar Pradesh,7445
2305,2020-05-31,West Bengal,5130
2306,2020-06-01,Andaman and Nicobar Islands,33
2307,2020-06-01,Andhra Pradesh,3679
2308,2020-06-01,Arunachal Pradesh,4
2309,2020-06-01,Assam,1272
2310,2020-06-01,Bihar,3815
2311,2020-06-01,Chandigarh,293
2312,2020-06-01,Chhattisgarh,498
2313,2020-06-01,Dadar Nagar Haveli,2
2314,2020-06-01,Delhi,19844
2315,2020-06-01,Goa,70
2316,2020-06-01,Gujarat,16779
2317,2020-06-01,Haryana,2091
2318,2020-06-01,Himachal Pradesh,331
2319,2020-06-01,Jammu and Kashmir,2446
2320,2020-06-01,Jharkhand,610
2321,2020-06-01,Karnataka,3221
2322,2020-06-01,Kerala,1269
2323,2020-06-01,Ladakh,74
2324,2020-06-01,Madhya Pradesh,8089
2325,2020-06-01,Maharashtra,67655
2326,2020-06-01,Manipur,71
2327,2020-06-01,Meghalaya,27
2328,2020-06-01,Mizoram,1
2329,2020-06-01,Nagaland,43
2330,2020-06-01,Odisha,1948
2331,2020-06-01,Puducherry,70
2332,2020-06-01,Punjab,2263
2333,2020-06-01,Rajasthan,8831
2334,2020-06-01,Sikkim,1
2335,2020-06-01,Tamil Nadu,22333
2336,2020-06-01,Telangana,2698
2337,2020-06-01,Tripura,313
2338,2020-06-01,Uttarakhand,907
2339,2020-06-01,Uttar Pradesh,7823
2340,2020-06-01,West Bengal,5501
2341,2020-06-02,Andaman and Nicobar Islands,33
2342,2020-06-02,Andhra Pradesh,3783
2343,2020-06-02,Arunachal Pradesh,22
2344,2020-06-02,Assam,1390
2345,2020-06-02,Bihar,3926
2346,2020-06-02,Chandigarh,294
2347,2020-06-02,Chhattisgarh,547
2348,2020-06-02,Dadar Nagar Haveli,3
2349,2020-06-02,Delhi,20834
2350,2020-06-02,Goa,71
2351,2020-06-02,Gujarat,17200
2352,2020-06-02,Haryana,2356
2353,2020-06-02,Himachal Pradesh,340
2354,2020-06-02,Jammu and Kashmir,2601
2355,2020-06-02,Jharkhand,659
2356,2020-06-02,Karnataka,3408
2357,2020-06-02,Kerala,1326
2358,2020-06-02,Ladakh,77
2359,2020-06-02,Madhya Pradesh,8283
2360,2020-06-02,Maharashtra,70013
2361,2020-06-02,Manipur,83
2362,2020-06-02,Meghalaya,27
2363,2020-06-02,Mizoram,1
2364,2020-06-02,Nagaland,43
2365,2020-06-02,Odisha,2104
2366,2020-06-02,Puducherry,74
2367,2020-06-02,Punjab,2301
2368,2020-06-02,Rajasthan,8980
2369,2020-06-02,Sikkim,1
2370,2020-06-02,Tamil Nadu,23495
2371,2020-06-02,Telangana,2792
2372,2020-06-02,Tripura,420
2373,2020-06-02,Uttarakhand,958
2374,2020-06-02,Uttar Pradesh,8075
2375,2020-06-02,West Bengal,5772
2376,2020-06-03,Andaman and Nicobar Islands,33
2377,2020-06-03,Andhra Pradesh,3898
2378,2020-06-03,Arunachal Pradesh,22
2379,2020-06-03,Assam,1513
2380,2020-06-03,Bihar,4155
2381,2020-06-03,Chandigarh,301
2382,2020-06-03,Chhattisgarh,564
2383,2020-06-03,Dadar Nagar Haveli,4
2384,2020-06-03,Delhi,22132
2385,2020-06-03,Goa,79
2386,2020-06-03,Gujarat,17617
2387,2020-06-03,Haryana,2652
2388,2020-06-03,Himachal Pradesh,345
2389,2020-06-03,Jammu and Kashmir,2718
2390,2020-06-03,Jharkhand,712
2391,2020-06-03,Karnataka,3796
2392,2020-06-03,Kerala,1412
2393,2020-06-03,Ladakh,81
2394,2020-06-03,Madhya Pradesh,8420
2395,2020-06-03,Maharashtra,72300
2396,2020-06-03,Manipur,89
2397,2020-06-03,Meghalaya,27
2398,2020-06-03,Mizoram,13
2399,2020-06-03,Nagaland,49
2400,2020-06-03,Odisha,2245
2401,2020-06-03,Puducherry,82
2402,2020-06-03,Punjab,2342
2403,2020-06-03,Rajasthan,9373
2404,2020-06-03,Sikkim,1
2405,2020-06-03,Tamil Nadu,24586
2406,2020-06-03,Telangana,2891
2407,2020-06-03,Tripura,468
2408,2020-06-03,Uttarakhand,1043
2409,2020-06-03,Uttar Pradesh,8361
2410,2020-06-03,West Bengal,6168
2411,2020-06-04,Andaman and Nicobar Islands,33
2412,2020-06-04,Andhra Pradesh,4080
2413,2020-06-04,Arunachal Pradesh,38
2414,2020-06-04,Assam,1672
2415,2020-06-04,Bihar,4390
2416,2020-06-04,Chandigarh,301
2417,2020-06-04,Chhattisgarh,668
2418,2020-06-04,Dadar Nagar Haveli,8
2419,2020-06-04,Delhi,23645
2420,2020-06-04,Goa,79
2421,2020-06-04,Gujarat,18100
2422,2020-06-04,Haryana,2954
2423,2020-06-04,Himachal Pradesh,359
2424,2020-06-04,Jammu and Kashmir,2857
2425,2020-06-04,Jharkhand,752
2426,2020-06-04,Karnataka,4063
2427,2020-06-04,Kerala,1494
2428,2020-06-04,Ladakh,90
2429,2020-06-04,Madhya Pradesh,8588
2430,2020-06-04,Maharashtra,74860
2431,2020-06-04,Manipur,118
2432,2020-06-04,Meghalaya,33
2433,2020-06-04,Mizoram,14
2434,2020-06-04,Nagaland,58
2435,2020-06-04,Odisha,2388
2436,2020-06-04,Puducherry,82
2437,2020-06-04,Punjab,2376
2438,2020-06-04,Rajasthan,9652
2439,2020-06-04,Sikkim,2
2440,2020-06-04,Tamil Nadu,25872
2441,2020-06-04,Telangana,3020
2442,2020-06-04,Tripura,468
2443,2020-06-04,Uttarakhand,1085
2444,2020-06-04,Uttar Pradesh,8729
2445,2020-06-04,West Bengal,6508
2446,2020-06-05,Andaman and Nicobar Islands,33
2447,2020-06-05,Andhra Pradesh,4223
2448,2020-06-05,Arunachal Pradesh,42
2449,2020-06-05,Assam,1988
2450,2020-06-05,Bihar,4493
2451,2020-06-05,Chandigarh,301
2452,2020-06-05,Chhattisgarh,756
2453,2020-06-05,Dadar Nagar Haveli,12
2454,2020-06-05,Delhi,25004
2455,2020-06-05,Goa,166
2456,2020-06-05,Gujarat,18584
2457,2020-06-05,Haryana,3281
2458,2020-06-05,Himachal Pradesh,383
2459,2020-06-05,Jammu and Kashmir,3142
2460,2020-06-05,Jharkhand,793
2461,2020-06-05,Karnataka,4320
2462,2020-06-05,Kerala,1588
2463,2020-06-05,Ladakh,90
2464,2020-06-05,Madhya Pradesh,8762
2465,2020-06-05,Maharashtra,77793
2466,2020-06-05,Manipur,124
2467,2020-06-05,Meghalaya,33
2468,2020-06-05,Mizoram,17
2469,2020-06-05,Nagaland,80
2470,2020-06-05,Odisha,2478
2471,2020-06-05,Puducherry,82
2472,2020-06-05,Punjab,2415
2473,2020-06-05,Rajasthan,9862
2474,2020-06-05,Sikkim,2
2475,2020-06-05,Tamil Nadu,27256
2476,2020-06-05,Telangana,3147
2477,2020-06-05,Tripura,644
2478,2020-06-05,Uttarakhand,1153
2479,2020-06-05,Uttar Pradesh,9237
2480,2020-06-05,West Bengal,6876
2481,2020-06-06,Andaman and Nicobar Islands,33
2482,2020-06-06,Andhra Pradesh,4303
2483,2020-06-06,Arunachal Pradesh,45
2484,2020-06-06,Assam,2153
2485,2020-06-06,Bihar,4596
2486,2020-06-06,Chandigarh,304
2487,2020-06-06,Chhattisgarh,879
2488,2020-06-06,Dadar Nagar Haveli,14
2489,2020-06-06,Delhi,26334
2490,2020-06-06,Goa,196
2491,2020-06-06,Gujarat,19094
2492,2020-06-06,Haryana,3597
2493,2020-06-06,Himachal Pradesh,393
2494,2020-06-06,Jammu and Kashmir,3324
2495,2020-06-06,Jharkhand,881
2496,2020-06-06,Karnataka,4835
2497,2020-06-06,Kerala,1699
2498,2020-06-06,Ladakh,97
2499,2020-06-06,Madhya Pradesh,8996
2500,2020-06-06,Maharashtra,80229
2501,2020-06-06,Manipur,132
2502,2020-06-06,Meghalaya,33
2503,2020-06-06,Mizoram,22
2504,2020-06-06,Nagaland,94
2505,2020-06-06,Odisha,2608
2506,2020-06-06,Puducherry,99
2507,2020-06-06,Punjab,2461
2508,2020-06-06,Rajasthan,10084
2509,2020-06-06,Sikkim,3
2510,2020-06-06,Tamil Nadu,28694
2511,2020-06-06,Telangana,3290
2512,2020-06-06,Tripura,692
2513,2020-06-06,Uttarakhand,1215
2514,2020-06-06,Uttar Pradesh,9733
2515,2020-06-06,West Bengal,7303
2516,2020-06-07,Andaman and Nicobar Islands,33
2517,2020-06-07,Andhra Pradesh,4510
2518,2020-06-07,Arunachal Pradesh,47
2519,2020-06-07,Assam,2397
2520,2020-06-07,Bihar,4915
2521,2020-06-07,Chandigarh,309
2522,2020-06-07,Chhattisgarh,923
2523,2020-06-07,Dadar Nagar Haveli,19
2524,2020-06-07,Delhi,27654
2525,2020-06-07,Goa,267
2526,2020-06-07,Gujarat,19592
2527,2020-06-07,Haryana,3952
2528,2020-06-07,Himachal Pradesh,400
2529,2020-06-07,Jammu and Kashmir,3467
2530,2020-06-07,Jharkhand,1000
2531,2020-06-07,Karnataka,5213
2532,2020-06-07,Kerala,1807
2533,2020-06-07,Ladakh,99
2534,2020-06-07,Madhya Pradesh,9228
2535,2020-06-07,Maharashtra,82968
2536,2020-06-07,Manipur,157
2537,2020-06-07,Meghalaya,33
2538,2020-06-07,Mizoram,24
2539,2020-06-07,Nagaland,107
2540,2020-06-07,Odisha,2781
2541,2020-06-07,Puducherry,99
2542,2020-06-07,Punjab,2515
2543,2020-06-07,Rajasthan,10331
2544,2020-06-07,Sikkim,7
2545,2020-06-07,Tamil Nadu,30152
2546,2020-06-07,Telangana,3496
2547,2020-06-07,Tripura,747
2548,2020-06-07,Uttarakhand,1303
2549,2020-06-07,Uttar Pradesh,9733
2550,2020-06-07,West Bengal,7738
2551,2020-06-08,Andaman and Nicobar Islands,33
2552,2020-06-08,Andhra Pradesh,4708
2553,2020-06-08,Arunachal Pradesh,51
2554,2020-06-08,Assam,2565
2555,2020-06-08,Bihar,5088
2556,2020-06-08,Chandigarh,314
2557,2020-06-08,Chhattisgarh,1073
2558,2020-06-08,Dadar Nagar Haveli,20
2559,2020-06-08,Delhi,28936
2560,2020-06-08,Goa,300
2561,2020-06-08,Gujarat,20070
2562,2020-06-08,Haryana,4448
2563,2020-06-08,Himachal Pradesh,413
2564,2020-06-08,Jammu and Kashmir,4087
2565,2020-06-08,Jharkhand,1099
2566,2020-06-08,Karnataka,5452
2567,2020-06-08,Kerala,1914
2568,2020-06-08,Ladakh,103
2569,2020-06-08,Madhya Pradesh,9401
2570,2020-06-08,Maharashtra,85975
2571,2020-06-08,Manipur,172
2572,2020-06-08,Meghalaya,36
2573,2020-06-08,Mizoram,34
2574,2020-06-08,Nagaland,118
2575,2020-06-08,Odisha,2856
2576,2020-06-08,Puducherry,99
2577,2020-06-08,Punjab,2608
2578,2020-06-08,Rajasthan,10599
2579,2020-06-08,Sikkim,7
2580,2020-06-08,Tamil Nadu,31667
2581,2020-06-08,Telangana,3650
2582,2020-06-08,Tripura,800
2583,2020-06-08,Uttarakhand,1355
2584,2020-06-08,Uttar Pradesh,10536
2585,2020-06-08,West Bengal,8187
2586,2020-06-09,Andaman and Nicobar Islands,33
2587,2020-06-09,Andhra Pradesh,4851
2588,2020-06-09,Arunachal Pradesh,51
2589,2020-06-09,Assam,2776
2590,2020-06-09,Bihar,5202
2591,2020-06-09,Chandigarh,317
2592,2020-06-09,Chhattisgarh,1160
2593,2020-06-09,Dadar Nagar Haveli,22
2594,2020-06-09,Delhi,29943
2595,2020-06-09,Goa,330
2596,2020-06-09,Gujarat,20545
2597,2020-06-09,Haryana,4854
2598,2020-06-09,Himachal Pradesh,421
2599,2020-06-09,Jammu and Kashmir,4285
2600,2020-06-09,Jharkhand,1256
2601,2020-06-09,Karnataka,5760
2602,2020-06-09,Kerala,2005
2603,2020-06-09,Ladakh,103
2604,2020-06-09,Madhya Pradesh,9638
2605,2020-06-09,Maharashtra,88528
2606,2020-06-09,Manipur,272
2607,2020-06-09,Meghalaya,36
2608,2020-06-09,Mizoram,42
2609,2020-06-09,Nagaland,123
2610,2020-06-09,Odisha,2994
2611,2020-06-09,Puducherry,127
2612,2020-06-09,Punjab,2663
2613,2020-06-09,Rajasthan,10763
2614,2020-06-09,Sikkim,7
2615,2020-06-09,Tamil Nadu,33229
2616,2020-06-09,Telangana,3742
2617,2020-06-09,Tripura,838
2618,2020-06-09,Uttarakhand,1411
2619,2020-06-09,Uttar Pradesh,10947
2620,2020-06-09,West Bengal,8613
2621,2020-06-10,Andaman and Nicobar Islands,33
2622,2020-06-10,Andhra Pradesh,5070
2623,2020-06-10,Arunachal Pradesh,57
2624,2020-06-10,Assam,2937
2625,2020-06-10,Bihar,5459
2626,2020-06-10,Chandigarh,323
2627,2020-06-10,Chhattisgarh,1240
2628,2020-06-10,Dadar Nagar Haveli,22
2629,2020-06-10,Delhi,31309
2630,2020-06-10,Goa,359
2631,2020-06-10,Gujarat,21014
2632,2020-06-10,Haryana,5209
2633,2020-06-10,Himachal Pradesh,445
2634,2020-06-10,Jammu and Kashmir,4346
2635,2020-06-10,Jharkhand,1411
2636,2020-06-10,Karnataka,5921
2637,2020-06-10,Kerala,2096
2638,2020-06-10,Ladakh,108
2639,2020-06-10,Madhya Pradesh,9849
2640,2020-06-10,Maharashtra,90787
2641,2020-06-10,Manipur,304
2642,2020-06-10,Meghalaya,43
2643,2020-06-10,Mizoram,88
2644,2020-06-10,Nagaland,127
2645,2020-06-10,Odisha,3140
2646,2020-06-10,Puducherry,127
2647,2020-06-10,Punjab,2719
2648,2020-06-10,Rajasthan,11245
2649,2020-06-10,Sikkim,13
2650,2020-06-10,Tamil Nadu,34914
2651,2020-06-10,Telangana,3920
2652,2020-06-10,Tripura,864
2653,2020-06-10,Uttarakhand,1537
2654,2020-06-10,Uttar Pradesh,11335
2655,2020-06-10,West Bengal,8985
2656,2020-06-11,Dadar Nagar Haveli,26
2657,2020-06-11,Daman & Diu,2
2658,2020-06-11,Andaman and Nicobar Islands,34
2659,2020-06-11,Andhra Pradesh,5269
2660,2020-06-11,Arunachal Pradesh,57
2661,2020-06-11,Assam,3092
2662,2020-06-11,Bihar,5710
2663,2020-06-11,Chandigarh,327
2664,2020-06-11,Chhattisgarh,1262
2665,2020-06-11,Dadra and Nagar Haveli and Daman and Diu,28
2666,2020-06-11,Delhi,32810
2667,2020-06-11,Goa,387
2668,2020-06-11,Gujarat,21521
2669,2020-06-11,Haryana,5579
2670,2020-06-11,Himachal Pradesh,451
2671,2020-06-11,Jammu and Kashmir,4507
2672,2020-06-11,Jharkhand,1489
2673,2020-06-11,Karnataka,6041
2674,2020-06-11,Kerala,2161
2675,2020-06-11,Ladakh,115
2676,2020-06-11,Madhya Pradesh,10049
2677,2020-06-11,Maharashtra,94041
2678,2020-06-11,Manipur,311
2679,2020-06-11,Meghalaya,44
2680,2020-06-11,Mizoram,93
2681,2020-06-11,Nagaland,128
2682,2020-06-11,Odisha,3250
2683,2020-06-11,Puducherry,127
2684,2020-06-11,Punjab,2805
2685,2020-06-11,Rajasthan,11600
2686,2020-06-11,Sikkim,13
2687,2020-06-11,Tamil Nadu,36841
2688,2020-06-11,Telangana,4111
2689,2020-06-11,Tripura,895
2690,2020-06-11,Uttarakhand,1562
2691,2020-06-11,Uttar Pradesh,11610
2692,2020-06-11,West Bengal,9328
2693,2020-06-12,Andaman and Nicobar Islands,38
2694,2020-06-12,Andhra Pradesh,5429
2695,2020-06-12,Arunachal Pradesh,61
2696,2020-06-12,Assam,3319
2697,2020-06-12,Bihar,5983
2698,2020-06-12,Chandigarh,332
2699,2020-06-12,Chhattisgarh,1398
2700,2020-06-12,Dadra and Nagar Haveli and Daman and Diu,30
2701,2020-06-12,Delhi,34687
2702,2020-06-12,Goa,417
2703,2020-06-12,Gujarat,22032
2704,2020-06-12,Haryana,5968
2705,2020-06-12,Himachal Pradesh,470
2706,2020-06-12,Jammu and Kashmir,4574
2707,2020-06-12,Jharkhand,1599
2708,2020-06-12,Karnataka,6245
2709,2020-06-12,Kerala,2244
2710,2020-06-12,Ladakh,135
2711,2020-06-12,Madhya Pradesh,10241
2712,2020-06-12,Maharashtra,97648
2713,2020-06-12,Manipur,366
2714,2020-06-12,Meghalaya,44
2715,2020-06-12,Mizoram,102
2716,2020-06-12,Nagaland,128
2717,2020-06-12,Odisha,3386
2718,2020-06-12,Puducherry,157
2719,2020-06-12,Punjab,2887
2720,2020-06-12,Rajasthan,11838
2721,2020-06-12,Sikkim,14
2722,2020-06-12,Tamil Nadu,38716
2723,2020-06-12,Telangana,4320
2724,2020-06-12,Tripura,913
2725,2020-06-12,Uttarakhand,1643
2726,2020-06-12,Uttar Pradesh,12088
2727,2020-06-12,West Bengal,9768
2728,2020-06-13,Andaman and Nicobar Islands,38
2729,2020-06-13,Andhra Pradesh,5680
2730,2020-06-13,Arunachal Pradesh,67
2731,2020-06-13,Assam,3498
2732,2020-06-13,Bihar,6103
2733,2020-06-13,Chandigarh,334
2734,2020-06-13,Chhattisgarh,1429
2735,2020-06-13,Dadra and Nagar Haveli and Daman and Diu,30
2736,2020-06-13,Delhi,36824
2737,2020-06-13,Goa,463
2738,2020-06-13,Gujarat,22527
2739,2020-06-13,Haryana,6334
2740,2020-06-13,Himachal Pradesh,486
2741,2020-06-13,Jammu and Kashmir,4730
2742,2020-06-13,Jharkhand,1617
2743,2020-06-13,Karnataka,6516
2744,2020-06-13,Kerala,2322
2745,2020-06-13,Ladakh,239
2746,2020-06-13,Madhya Pradesh,10443
2747,2020-06-13,Maharashtra,101141
2748,2020-06-13,Manipur,385
2749,2020-06-13,Meghalaya,44
2750,2020-06-13,Mizoram,104
2751,2020-06-13,Nagaland,156
2752,2020-06-13,Odisha,3498
2753,2020-06-13,Puducherry,157
2754,2020-06-13,Punjab,2986
2755,2020-06-13,Rajasthan,12068
2756,2020-06-13,Sikkim,63
2757,2020-06-13,Tamil Nadu,40698
2758,2020-06-13,Telangana,4484
2759,2020-06-13,Tripura,961
2760,2020-06-13,Uttarakhand,1724
2761,2020-06-13,Uttar Pradesh,12616
2762,2020-06-13,West Bengal,10244
2763,2020-06-14,Andaman and Nicobar Islands,38
2764,2020-06-14,Andhra Pradesh,5965
2765,2020-06-14,Arunachal Pradesh,87
2766,2020-06-14,Assam,3718
2767,2020-06-14,Bihar,6290
2768,2020-06-14,Chandigarh,345
2769,2020-06-14,Chhattisgarh,1512
2770,2020-06-14,Dadra and Nagar Haveli and Daman and Diu,35
2771,2020-06-14,Delhi,38958
2772,2020-06-14,Goa,523
2773,2020-06-14,Gujarat,23038
2774,2020-06-14,Haryana,6749
2775,2020-06-14,Himachal Pradesh,502
2776,2020-06-14,Jammu and Kashmir,4878
2777,2020-06-14,Jharkhand,1711
2778,2020-06-14,Karnataka,6824
2779,2020-06-14,Kerala,2407
2780,2020-06-14,Ladakh,437
2781,2020-06-14,Madhya Pradesh,10641
2782,2020-06-14,Maharashtra,104568
2783,2020-06-14,Manipur,449
2784,2020-06-14,Meghalaya,44
2785,2020-06-14,Mizoram,107
2786,2020-06-14,Nagaland,163
2787,2020-06-14,Odisha,3723
2788,2020-06-14,Puducherry,176
2789,2020-06-14,Punjab,3063
2790,2020-06-14,Rajasthan,12401
2791,2020-06-14,Sikkim,63
2792,2020-06-14,Tamil Nadu,42687
2793,2020-06-14,Telangana,4737
2794,2020-06-14,Tripura,1046
2795,2020-06-14,Uttarakhand,1785
2796,2020-06-14,Uttar Pradesh,13118
2797,2020-06-14,West Bengal,10698
2798,2020-06-15,Andaman and Nicobar Islands,38
2799,2020-06-15,Andhra Pradesh,6163
2800,2020-06-15,Arunachal Pradesh,91
2801,2020-06-15,Assam,4049
2802,2020-06-15,Bihar,6470
2803,2020-06-15,Chandigarh,352
2804,2020-06-15,Chhattisgarh,1662
2805,2020-06-15,Dadra and Nagar Haveli and Daman and Diu,36
2806,2020-06-15,Delhi,41182
2807,2020-06-15,Goa,564
2808,2020-06-15,Gujarat,23544
2809,2020-06-15,Haryana,7208
2810,2020-06-15,Himachal Pradesh,518
2811,2020-06-15,Jammu and Kashmir,5041
2812,2020-06-15,Jharkhand,1745
2813,2020-06-15,Karnataka,7000
2814,2020-06-15,Kerala,2461
2815,2020-06-15,Ladakh,549
2816,2020-06-15,Madhya Pradesh,10802
2817,2020-06-15,Maharashtra,107958
2818,2020-06-15,Manipur,458
2819,2020-06-15,Meghalaya,44
2820,2020-06-15,Mizoram,112
2821,2020-06-15,Nagaland,168
2822,2020-06-15,Odisha,3909
2823,2020-06-15,Puducherry,194
2824,2020-06-15,Punjab,3140
2825,2020-06-15,Rajasthan,12694
2826,2020-06-15,Sikkim,68
2827,2020-06-15,Tamil Nadu,44661
2828,2020-06-15,Telangana,4974
2829,2020-06-15,Tripura,1076
2830,2020-06-15,Uttarakhand,1819
2831,2020-06-15,Uttar Pradesh,13615
2832,2020-06-15,West Bengal,11087
2833,2020-06-16,Andaman and Nicobar Islands,41
2834,2020-06-16,Andhra Pradesh,6456
2835,2020-06-16,Arunachal Pradesh,91
2836,2020-06-16,Assam,4158
2837,2020-06-16,Bihar,6650
2838,2020-06-16,Chandigarh,354
2839,2020-06-16,Chhattisgarh,1756
2840,2020-06-16,Dadra and Nagar Haveli and Daman and Diu,36
2841,2020-06-16,Delhi,42829
2842,2020-06-16,Goa,592
2843,2020-06-16,Gujarat,24055
2844,2020-06-16,Haryana,7722
2845,2020-06-16,Himachal Pradesh,556
2846,2020-06-16,Jammu and Kashmir,5220
2847,2020-06-16,Jharkhand,1763
2848,2020-06-16,Karnataka,7213
2849,2020-06-16,Kerala,2543
2850,2020-06-16,Ladakh,555
2851,2020-06-16,Madhya Pradesh,10935
2852,2020-06-16,Maharashtra,110744
2853,2020-06-16,Manipur,490
2854,2020-06-16,Meghalaya,44
2855,2020-06-16,Mizoram,117
2856,2020-06-16,Nagaland,177
2857,2020-06-16,Odisha,4055
2858,2020-06-16,Puducherry,202
2859,2020-06-16,Punjab,3267
2860,2020-06-16,Rajasthan,12981
2861,2020-06-16,Sikkim,68
2862,2020-06-16,Tamil Nadu,46504
2863,2020-06-16,Telangana,5193
2864,2020-06-16,Tripura,1086
2865,2020-06-16,Uttarakhand,1845
2866,2020-06-16,Uttar Pradesh,13615
2867,2020-06-16,West Bengal,11494
2868,2020-06-17,Andaman and Nicobar Islands,44
2869,2020-06-17,Andhra Pradesh,6841
2870,2020-06-17,Arunachal Pradesh,95
2871,2020-06-17,Assam,4319
2872,2020-06-17,Bihar,6778
2873,2020-06-17,Chandigarh,358
2874,2020-06-17,Chhattisgarh,1781
2875,2020-06-17,Dadra and Nagar Haveli and Daman and Diu,45
2876,2020-06-17,Delhi,44688
2877,2020-06-17,Goa,629
2878,2020-06-17,Gujarat,24577
2879,2020-06-17,Haryana,8272
2880,2020-06-17,Himachal Pradesh,560
2881,2020-06-17,Jammu and Kashmir,5298
2882,2020-06-17,Jharkhand,1839
2883,2020-06-17,Karnataka,7530
2884,2020-06-17,Kerala,2622
2885,2020-06-17,Ladakh,649
2886,2020-06-17,Madhya Pradesh,11083
2887,2020-06-17,Maharashtra,113445
2888,2020-06-17,Manipur,500
2889,2020-06-17,Meghalaya,44
2890,2020-06-17,Mizoram,121
2891,2020-06-17,Nagaland,179
2892,2020-06-17,Odisha,4163
2893,2020-06-17,Puducherry,216
2894,2020-06-17,Punjab,3371
2895,2020-06-17,Rajasthan,13216
2896,2020-06-17,Sikkim,70
2897,2020-06-17,Tamil Nadu,48019
2898,2020-06-17,Telangana,5406
2899,2020-06-17,Tripura,1092
2900,2020-06-17,Uttarakhand,1942
2901,2020-06-17,Uttar Pradesh,14091
2902,2020-06-17,West Bengal,11909
2903,2020-06-18,Andaman and Nicobar Islands,44
2904,2020-06-18,Andhra Pradesh,7071
2905,2020-06-18,Arunachal Pradesh,99
2906,2020-06-18,Assam,4605
2907,2020-06-18,Bihar,6942
2908,2020-06-18,Chandigarh,368
2909,2020-06-18,Chhattisgarh,1864
2910,2020-06-18,Dadra and Nagar Haveli and Daman and Diu,57
2911,2020-06-18,Delhi,47102
2912,2020-06-18,Goa,656
2913,2020-06-18,Gujarat,25093
2914,2020-06-18,Haryana,8832
2915,2020-06-18,Himachal Pradesh,569
2916,2020-06-18,Jammu and Kashmir,5406
2917,2020-06-18,Jharkhand,1895
2918,2020-06-18,Karnataka,7734
2919,2020-06-18,Kerala,2697
2920,2020-06-18,Ladakh,687
2921,2020-06-18,Madhya Pradesh,11244
2922,2020-06-18,Maharashtra,116752
2923,2020-06-18,Manipur,552
2924,2020-06-18,Meghalaya,44
2925,2020-06-18,Mizoram,121
2926,2020-06-18,Nagaland,193
2927,2020-06-18,Odisha,4338
2928,2020-06-18,Puducherry,245
2929,2020-06-18,Punjab,3497
2930,2020-06-18,Rajasthan,13542
2931,2020-06-18,Sikkim,70
2932,2020-06-18,Tamil Nadu,50193
2933,2020-06-18,Telangana,5675
